created_date,f_initial_deal_acquisition_date,first_meeting_date,business_meeting_scheduled_date,inflow_route_media_lasttouch,cv_content_sub_lasttouch,stage_name,reasons_not_negotiated,scheduled_initialdead_interval_days,scheduled_initialdead_interval_days_category
2025-09-19T14:50:30.000Z,2025-09-19,2025-09-25,2025-09-25,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,6,1週間
2025-09-19T15:18:31.000Z,2025-09-19,2025-09-22,2025-09-22,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,3,1週間
2025-09-20T18:02:45.000Z,2025-09-22,,2025-10-01,その他,デモ電話_IVRy資料DLフォーム: 【デモ電話用】資料DLフォーム,00_商談再設定フェーズ,,9,2週間以内
2025-09-22T10:36:27.000Z,2025-10-03,2025-10-21,2025-10-21,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,99_失注,,18,2週間以上
2025-09-22T14:43:27.000Z,2025-09-22,2025-09-24,2025-09-24,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,06_有料契約申請完了,,2,3日以内
2025-09-22T15:19:44.000Z,2025-09-22,2025-09-30,2025-09-30,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,8,2週間以内
2025-09-22T15:39:32.000Z,2025-09-22,2025-09-26,2025-09-26,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,4,1週間
2025-09-23T14:50:40.000Z,2025-12-03,2025-12-03,2025-12-03,DIS,LC_デモ電話_Facebook_0800-111-3892,02_課題の合意フェーズ,,0,1日以内
2025-09-24T08:57:43.000Z,2025-09-24,2025-09-29,2025-09-29,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,5,1週間
2025-09-24T11:44:28.000Z,2025-10-01,,2025-10-07,DIS,LC_デモ電話_一般広告LP_0800-111-4697,00_商談再設定フェーズ,,6,1週間
2025-09-25T00:02:00.000Z,2025-10-03,2025-10-14,2025-10-14,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,11,2週間以内
2025-09-25T03:10:12.000Z,2025-09-29,,,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,,その他
2025-09-25T18:08:04.000Z,2025-09-25,,2025-09-26,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-09-26T12:11:34.000Z,2025-09-26,2025-09-30,2025-09-29,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,3,1週間
2025-09-26T15:18:00.000Z,2025-09-29,2025-11-18,2025-11-17,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,その他,49,2週間以上
2025-09-26T22:59:57.000Z,2025-10-02,2025-10-06,2025-10-06,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-09-28T10:34:33.000Z,2025-09-30,,2025-10-06,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,6,1週間
2025-09-28T17:43:11.000Z,2025-10-06,2025-10-17,2025-10-17,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,04_上申内容の合意フェーズ,,11,2週間以内
2025-09-28T20:45:32.000Z,2025-09-29,2025-10-01,2025-10-01,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-09-28T22:37:21.000Z,2026-01-27,,2026-03-24,LIS,デモ電話_デフォルト_AI LP,01_商談前準備フェーズ,,56,2週間以上
2025-09-29T07:59:08.000Z,2025-09-29,2025-10-01,2025-10-01,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,2,3日以内
2025-09-29T09:34:22.000Z,2025-09-29,2025-09-30,2025-09-30,LIS,デモ電話_PC_Aパターン_AI LP,07_契約締結完了,,1,3日以内
2025-09-29T10:57:55.000Z,2025-09-29,2025-10-03,2025-10-03,DIS,デモ電話_LIS TOP_Dis/Lis LP,99_失注,,4,1週間
2025-09-29T11:12:26.000Z,2025-09-29,2025-09-29,2025-09-29,LIS,デモ電話_PC_Aパターン_IP電話 LP,99_失注,,0,1日以内
2025-09-29T11:51:50.000Z,2025-09-29,2025-10-03,2025-10-03,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,4,1週間
2025-09-29T13:31:32.000Z,2025-09-29,2025-10-06,2025-10-06,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,7,2週間以内
2025-09-29T13:44:42.000Z,2025-09-29,2025-09-30,2025-09-30,LIS,デモ電話_LIS TOP_Dis/Lis LP,06_有料契約申請完了,,1,3日以内
2025-09-29T14:46:01.000Z,2025-09-29,2025-10-02,2025-10-02,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-09-29T15:40:03.000Z,2025-09-29,2025-10-02,2025-10-02,LIS,デモ電話_LIS TOP_Dis/Lis LP,99_失注,,3,1週間
2025-09-29T16:57:25.000Z,2025-09-29,2025-10-02,2025-10-02,LIS,デモ電話_LIS TOP_Dis/Lis LP,99_失注,,3,1週間
2025-09-29T17:08:56.000Z,2025-10-10,2025-10-14,2025-10-14,LIS,デモ電話_LIS TOP_Dis/Lis LP,06_有料契約申請完了,,4,1週間
2025-09-29T17:40:54.000Z,2025-09-29,,2025-10-08,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,9,2週間以内
2025-09-29T20:33:40.000Z,2025-09-30,2025-10-02,2025-10-02,LIS,デモ電話_デフォルト_AI LP,99_失注,,2,3日以内
2025-09-29T23:34:27.000Z,2025-12-24,,2026-01-07,LIS,デモ電話_デフォルト_AI LP,00_商談再設定フェーズ,,14,2週間以上
2025-09-30T09:43:59.000Z,2025-09-30,2025-10-15,2025-10-15,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,15,2週間以上
2025-09-30T11:44:23.000Z,2025-09-30,2025-10-01,2025-10-01,DIS,デモ電話_LIS TOP_Dis/Lis LP,99_失注,,1,3日以内
2025-09-30T12:13:02.000Z,2025-09-30,2025-09-30,2025-09-30,LIS,デモ電話_LIS TOP_Dis/Lis LP,06_有料契約申請完了,,0,1日以内
2025-09-30T13:34:39.000Z,2025-09-30,2025-09-30,2025-09-30,LIS,デモ電話_LIS TOP_Dis/Lis LP,00_商談再設定フェーズ,,0,1日以内
2025-09-30T14:22:40.000Z,2025-09-30,2025-10-07,2025-10-07,TOP,デモ電話_フリーミアムLP_TOP LP,04_稟議用資料提案フェーズ,,7,2週間以内
2025-09-30T14:53:57.000Z,2025-10-01,2025-10-06,2025-10-06,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,5,1週間
2025-09-30T18:46:04.000Z,2025-10-01,,2025-10-08,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,7,2週間以内
2025-09-30T23:25:23.000Z,2025-10-01,,2025-10-15,LIS,デモ電話_LIS TOP_Dis/Lis LP,99_失注,,14,2週間以上
2025-10-01T10:14:40.000Z,2025-10-01,2025-10-02,2025-10-02,LIS,デモ電話_PC_Aパターン_IP電話 LP,06_有料契約申請完了,,1,3日以内
2025-10-01T10:42:40.000Z,2025-10-03,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,14,2週間以上
2025-10-01T11:45:44.000Z,2025-10-01,2025-10-02,2025-10-02,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,06_有料契約申請完了,,1,3日以内
2025-10-01T13:51:43.000Z,2025-09-29,2025-10-06,2025-10-06,,,99_失注,,7,2週間以内
2025-10-01T15:22:31.000Z,2025-10-02,2025-10-07,2025-10-07,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-01T15:56:57.000Z,2025-10-01,,2025-10-02,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,検討中止,1,3日以内
2025-10-01T16:22:35.000Z,2025-10-01,2025-10-02,2025-10-02,TOP,デモ電話_SP_Aパターン_TOP LP,99_失注,,1,3日以内
2025-10-01T16:53:20.000Z,2025-10-01,2025-10-05,2025-10-03,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,2,3日以内
2025-10-01T20:57:44.000Z,2025-10-02,2025-10-03,2025-10-03,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-01T22:12:36.000Z,2025-10-16,2025-10-17,2025-10-17,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-02T08:14:32.000Z,2025-10-02,2025-10-08,2025-10-08,LIS,デモ電話_デフォルト_AI LP,06_有料契約申請完了,,6,1週間
2025-10-02T08:18:55.000Z,2025-10-02,2025-10-02,2025-10-02,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,0,1日以内
2025-10-02T10:09:52.000Z,2025-10-02,2025-10-06,2025-10-06,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-02T10:48:25.000Z,2025-10-07,2025-10-16,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,9,2週間以内
2025-10-02T13:44:57.000Z,2025-10-02,2025-10-03,2025-10-03,その他,,99_失注,,1,3日以内
2025-10-02T15:22:28.000Z,2025-10-02,2025-10-07,2025-10-07,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-02T15:38:56.000Z,2025-10-02,2025-10-03,2025-10-03,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-02T17:17:03.000Z,2025-10-02,,2025-10-03,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,1,3日以内
2025-10-03T07:02:57.000Z,2025-10-09,2025-10-10,2025-10-10,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-03T09:57:13.000Z,2025-10-03,2025-10-17,2025-10-17,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,14,2週間以上
2025-10-03T15:19:22.000Z,2025-10-03,2025-10-06,2025-10-06,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-03T15:25:23.000Z,2025-10-03,2025-10-06,2025-10-06,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,3,1週間
2025-10-03T15:59:00.000Z,2025-10-03,2025-10-06,2025-10-06,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-03T17:50:28.000Z,2025-10-07,2025-10-08,2025-10-08,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-03T18:18:12.000Z,2025-10-10,2025-10-27,2025-10-27,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,99_失注,,17,2週間以上
2025-10-03T20:56:21.000Z,2025-11-04,2025-11-11,2025-11-11,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,7,2週間以内
2025-10-04T14:20:56.000Z,2025-10-06,2025-10-08,2025-10-08,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-10-04T14:35:24.000Z,2025-10-09,,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,連絡つかず/音信不通,6,1週間
2025-10-04T15:32:35.000Z,2025-10-06,2025-10-16,2025-10-16,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,99_失注,,10,2週間以内
2025-10-04T16:34:14.000Z,2025-10-06,2025-10-10,2025-10-10,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-05T12:13:15.000Z,2025-12-17,2026-01-21,2025-12-18,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,1,3日以内
2025-10-05T16:39:40.000Z,2025-10-06,,2025-10-15,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,9,2週間以内
2025-10-05T17:47:27.000Z,2025-11-25,2025-11-25,2025-11-25,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,0,1日以内
2025-10-06T01:54:02.000Z,2025-10-06,2025-10-10,2025-10-10,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-06T08:44:26.000Z,2025-10-06,2025-10-08,2025-10-08,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-06T10:26:47.000Z,2025-10-06,2025-10-08,2025-10-08,TOP,デモ電話_フリーミアムLP_TOP LP,03_ROI合意フェーズ,,2,3日以内
2025-10-06T10:27:07.000Z,2025-10-06,2025-10-08,2025-10-08,LIS,デモ電話_PC_Aパターン_IP電話 LP,06_有料契約申請完了,,2,3日以内
2025-10-06T11:12:52.000Z,2025-10-06,2025-10-07,2025-10-07,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,1,3日以内
2025-10-06T12:02:27.000Z,2025-10-06,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,11,2週間以内
2025-10-06T12:52:36.000Z,2025-10-06,2025-10-08,2025-10-08,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,2,3日以内
2025-10-06T12:59:58.000Z,2025-10-06,2025-10-08,2025-10-08,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-10-06T15:41:40.000Z,2025-10-06,2025-10-10,2025-10-10,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-06T17:40:14.000Z,2025-10-06,2025-10-08,2025-10-08,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,検討中止,2,3日以内
2025-10-06T22:04:47.000Z,2025-10-07,2025-10-30,2025-10-30,DIS,"デモ電話_Facebook_""出られない時だけ""訴求_Dis/Lis LP",99_失注,,23,2週間以上
2025-10-06T22:15:20.000Z,2025-10-07,,2025-10-09,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,金額合わず/見積希望,2,3日以内
2025-10-07T02:01:32.000Z,2025-10-07,2025-10-08,2025-10-08,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-07T09:08:44.000Z,2025-10-07,2025-10-09,2025-10-09,LIS,デモ電話_デフォルト_AI LP,06_有料契約申請完了,,2,3日以内
2025-10-07T11:43:09.000Z,2025-10-07,,2025-10-16,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,9,2週間以内
2025-10-07T12:21:56.000Z,2025-10-07,2025-10-09,2025-10-09,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-10-07T13:28:13.000Z,2025-10-07,2025-10-09,2025-10-08,TOP,デモ電話_フリーミアムLP_TOP LP,02_課題の合意フェーズ,,1,3日以内
2025-10-07T18:38:20.000Z,2025-10-07,2025-10-10,2025-11-20,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,44,2週間以上
2025-10-07T19:14:10.000Z,2025-10-08,2025-10-14,2025-10-14,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,6,1週間
2025-10-07T21:22:24.000Z,2025-10-09,2025-10-14,2025-10-14,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-07T23:59:39.000Z,2025-10-08,,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,14,2週間以上
2025-10-08T08:13:58.000Z,2025-10-08,2025-10-10,2025-10-10,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-10-08T11:33:45.000Z,2025-10-08,2025-10-17,2025-10-17,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,9,2週間以内
2025-10-08T11:57:30.000Z,2025-10-08,2025-10-17,2025-10-17,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,99_失注,,9,2週間以内
2025-10-08T12:01:21.000Z,2025-10-08,,2025-10-29,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,00_商談再設定フェーズ,,21,2週間以上
2025-10-08T17:05:25.000Z,2025-10-08,,2025-10-09,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,1,3日以内
2025-10-08T20:58:20.000Z,2025-10-10,2025-10-15,2025-10-15,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,5,1週間
2025-10-08T22:20:15.000Z,2025-10-09,2025-10-14,2025-10-14,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,5,1週間
2025-10-08T22:41:59.000Z,2025-10-09,2025-10-16,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,7,2週間以内
2025-10-09T08:24:29.000Z,2025-10-20,2025-10-24,2025-10-24,TOP,デモ電話_フリーミアムLP_TOP LP,04_上申内容の合意フェーズ,,4,1週間
2025-10-09T11:33:28.000Z,2025-10-09,2025-10-10,2025-10-10,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,99_失注,,1,3日以内
2025-10-09T11:46:46.000Z,2025-10-09,2025-10-10,2025-10-10,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,99_失注,,1,3日以内
2025-10-09T13:33:10.000Z,2025-10-09,2025-10-10,2025-10-10,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-09T14:26:32.000Z,2025-10-09,2025-10-10,2025-10-10,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-09T14:56:14.000Z,2025-10-09,2025-10-14,2025-10-14,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-09T17:25:00.000Z,2025-10-09,2025-10-31,2025-10-31,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,22,2週間以上
2025-10-10T08:31:27.000Z,2025-10-14,2025-11-04,2025-11-04,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,21,2週間以上
2025-10-10T11:29:32.000Z,2025-10-21,2025-10-23,2025-10-23,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,その他,2,3日以内
2025-10-10T13:14:12.000Z,2025-10-10,2025-10-15,2025-10-15,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,5,1週間
2025-10-10T13:14:43.000Z,2025-10-10,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-10T17:42:04.000Z,2025-10-10,,2025-10-14,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-10T18:10:25.000Z,2025-10-10,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-10T20:47:55.000Z,2025-10-14,2025-10-16,2025-10-16,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,2,3日以内
2025-10-10T20:47:59.000Z,2025-10-15,2025-10-20,2025-10-20,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,5,1週間
2025-10-11T00:01:32.000Z,2025-10-15,2025-10-22,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,7,2週間以内
2025-10-11T00:43:45.000Z,2025-10-11,2025-10-14,2025-10-14,その他,デモ電話_IVRy資料DLフォーム: 【デモ電話用】資料DLフォーム,99_失注,,3,1週間
2025-10-11T09:09:13.000Z,2025-10-14,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-11T17:10:59.000Z,2025-10-14,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-12T09:55:35.000Z,2025-10-21,2025-10-24,2025-10-23,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,2,3日以内
2025-10-12T12:15:24.000Z,2025-10-14,2025-11-05,2025-11-04,LIS,デモ電話_デフォルト_AI LP,99_失注,,21,2週間以上
2025-10-12T13:20:19.000Z,2025-10-14,2025-10-16,2025-10-16,TOP,デモ電話_フリーミアムLP_TOP LP,03_担当者合意フェーズ,,2,3日以内
2025-10-12T14:12:32.000Z,2025-10-14,,2025-10-23,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,検討中止,9,2週間以内
2025-10-12T16:38:15.000Z,2025-10-14,2025-10-14,2025-10-14,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,0,1日以内
2025-10-13T06:17:28.000Z,2025-10-14,,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,2,3日以内
2025-10-13T10:15:25.000Z,2025-10-15,2025-10-16,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-13T11:18:04.000Z,2025-10-20,2025-10-22,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-13T12:17:40.000Z,2025-10-15,2025-10-22,2025-10-22,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,時期尚早,7,2週間以内
2025-10-13T13:55:02.000Z,2025-10-14,2025-10-16,2025-10-16,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,99_失注,,2,3日以内
2025-10-13T18:04:19.000Z,2025-10-14,2025-10-14,2025-10-14,FAX・EDM,LC_デモ電話_FAX_不動産(売買)_0800-111-4693,99_失注,,0,1日以内
2025-10-13T20:21:01.000Z,2025-10-14,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-13T23:48:29.000Z,2025-10-14,,2025-10-21,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,7,2週間以内
2025-10-14T10:52:31.000Z,2025-10-14,2025-10-15,2025-10-15,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-14T11:59:26.000Z,2025-10-15,2025-10-29,2025-10-29,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,14,2週間以上
2025-10-14T15:51:58.000Z,2025-10-14,2025-10-20,2025-10-20,LIS,IVRy AI電話代行サービスLP（デモ）,06_有料契約申請完了,,6,1週間
2025-10-14T18:31:00.000Z,2025-10-14,2025-10-20,2025-10-20,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,6,1週間
2025-10-14T19:59:30.000Z,2025-10-16,2025-10-20,2025-10-20,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-15T00:38:28.000Z,2025-10-15,2025-10-17,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-15T13:31:36.000Z,2025-10-15,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,07_契約締結完了,,2,3日以内
2025-10-15T14:26:10.000Z,2025-10-15,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-15T14:35:08.000Z,2025-10-27,2025-10-31,2025-10-31,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-15T14:35:09.000Z,2025-10-15,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,2,3日以内
2025-10-15T14:37:56.000Z,2025-10-15,2025-10-20,2025-10-20,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-15T14:57:14.000Z,2025-10-24,2025-10-27,2025-10-27,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-15T16:19:40.000Z,2025-10-16,2025-10-29,2025-10-29,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,13,2週間以内
2025-10-15T17:31:44.000Z,2025-10-15,2025-10-17,2025-10-17,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-15T17:55:41.000Z,2025-10-16,,2025-10-16,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,0,1日以内
2025-10-15T20:49:07.000Z,2025-10-16,2025-10-21,2025-10-21,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-15T22:20:26.000Z,2025-10-22,2025-10-28,2025-10-28,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,06_有料契約申請完了,,6,1週間
2025-10-16T07:28:38.000Z,2025-10-16,2025-10-16,2025-10-16,LIS,デモ電話_PC_Aパターン_AI LP,06_有料契約申請完了,,0,1日以内
2025-10-16T08:33:17.000Z,2025-10-16,2025-10-23,2025-10-23,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,7,2週間以内
2025-10-16T09:23:41.000Z,2025-10-16,2025-10-21,2025-10-21,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,5,1週間
2025-10-16T11:25:12.000Z,2025-10-16,,2025-10-17,LIS,デモ電話_PC_Aパターン_IP電話 LP,99_失注,,1,3日以内
2025-10-16T12:06:44.000Z,2025-10-16,,2025-10-24,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,先方起点で再連絡,8,2週間以内
2025-10-16T14:26:13.000Z,2025-10-21,2025-10-22,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-16T14:35:13.000Z,2025-10-16,2025-10-21,2025-10-21,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-16T14:53:41.000Z,2025-10-22,,2025-10-24,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,2,3日以内
2025-10-16T14:57:54.000Z,2025-10-16,2025-10-22,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,個人的興味,6,1週間
2025-10-16T17:28:32.000Z,2025-11-12,2025-11-14,2025-11-13,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-16T17:32:43.000Z,2025-10-16,2025-10-24,2025-10-24,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,8,2週間以内
2025-10-16T18:33:53.000Z,2025-10-17,2025-10-21,2025-10-21,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,4,1週間
2025-10-16T21:54:30.000Z,2025-10-17,,2025-10-20,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,3,1週間
2025-10-16T22:01:48.000Z,2025-10-17,2025-10-22,2025-10-22,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-17T08:18:47.000Z,2025-10-17,2025-10-21,2025-10-21,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,4,1週間
2025-10-17T08:43:42.000Z,2025-10-17,,2025-10-21,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,4,1週間
2025-10-17T09:12:26.000Z,2025-10-30,2025-10-30,2025-10-30,DIS,デモ電話_Facebook_Dis/Lis LP,03_ROI合意フェーズ,,0,1日以内
2025-10-17T09:23:52.000Z,2025-10-17,2025-10-29,2025-10-29,LIS,デモ電話_PC_Aパターン_IP電話 LP,99_失注,,12,2週間以内
2025-10-17T09:46:23.000Z,2025-10-17,2025-10-23,2025-10-23,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,6,1週間
2025-10-17T10:31:46.000Z,2025-10-17,2025-10-20,2025-10-20,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-17T10:46:49.000Z,2025-12-04,2025-12-05,2025-12-05,LIS,デモ電話_デフォルト_AI LP,99_失注,,1,3日以内
2025-10-17T11:38:23.000Z,2025-10-17,2025-10-20,2025-10-20,TOP,デモ電話_フリーミアムLP_TOP LP,07_契約締結完了,,3,1週間
2025-10-17T12:16:48.000Z,2025-10-17,2025-10-23,2026-01-22,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,97,2週間以上
