created_date,f_initial_deal_acquisition_date,first_meeting_date,business_meeting_scheduled_date,inflow_route_media_lasttouch,cv_content_sub_lasttouch,stage_name,reasons_not_negotiated,scheduled_initialdead_interval_days,scheduled_initialdead_interval_days_category
2025-10-16T20:25:12.000Z,2025-10-16T09:00:00.000Z,,2025-10-17T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_IP電話 LP,99_失注,,1,3日以内
2025-10-16T21:06:44.000Z,2025-10-16T09:00:00.000Z,,2025-10-24T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,先方起点で再連絡,8,2週間以内
2025-10-16T23:26:13.000Z,2025-10-21T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-16T23:35:13.000Z,2025-10-16T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-16T23:53:41.000Z,2025-10-22T09:00:00.000Z,,2025-10-24T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,2,3日以内
2025-10-16T23:57:54.000Z,2025-10-16T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,個人的興味,6,1週間
2025-10-17T02:28:32.000Z,2025-11-12T09:00:00.000Z,2025-11-14T09:00:00.000Z,2025-11-13T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-17T02:32:43.000Z,2025-10-16T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,8,2週間以内
2025-10-17T03:33:53.000Z,2025-10-17T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,4,1週間
2025-10-17T06:54:30.000Z,2025-10-17T09:00:00.000Z,,2025-10-20T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,3,1週間
2025-10-17T07:01:48.000Z,2025-10-17T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-17T17:18:47.000Z,2025-10-17T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,4,1週間
2025-10-17T17:43:42.000Z,2025-10-17T09:00:00.000Z,,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,4,1週間
2025-10-17T18:12:26.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,03_ROI合意フェーズ,,0,1日以内
2025-10-17T18:23:52.000Z,2025-10-17T09:00:00.000Z,2025-10-29T09:00:00.000Z,2025-10-29T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_IP電話 LP,99_失注,,12,2週間以内
2025-10-17T18:46:23.000Z,2025-10-17T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,6,1週間
2025-10-17T19:31:46.000Z,2025-10-17T09:00:00.000Z,2025-10-20T09:00:00.000Z,2025-10-20T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-17T19:46:49.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,LIS,デモ電話_デフォルト_AI LP,99_失注,,1,3日以内
2025-10-17T20:38:23.000Z,2025-10-17T09:00:00.000Z,2025-10-20T09:00:00.000Z,2025-10-20T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,07_契約締結完了,,3,1週間
2025-10-17T21:16:48.000Z,2025-10-17T09:00:00.000Z,2025-10-23T09:00:00.000Z,2026-01-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,97,2週間以上
2025-10-17T21:30:57.000Z,2025-10-17T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,20,2週間以上
2025-10-17T22:36:08.000Z,2025-10-20T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-17T22:43:32.000Z,2025-10-18T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,6,1週間
2025-10-18T01:29:59.000Z,2025-10-24T09:00:00.000Z,2025-10-29T09:00:00.000Z,2025-10-28T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-18T01:54:03.000Z,2025-10-17T09:00:00.000Z,,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,,5,1週間
2025-10-18T03:37:37.000Z,2025-10-23T09:00:00.000Z,2025-10-29T09:00:00.000Z,2025-10-29T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,6,1週間
2025-10-18T07:10:03.000Z,2025-10-20T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-18T08:31:19.000Z,2025-10-23T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_SP_Aパターン_TOP LP,99_失注,,4,1週間
2025-10-18T16:59:51.000Z,2025-12-02T09:00:00.000Z,2025-12-03T09:00:00.000Z,2025-12-03T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-18T18:30:14.000Z,2025-10-20T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-18T23:19:28.000Z,2025-10-20T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-23T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,3,1週間
2025-10-19T01:17:58.000Z,2025-10-20T09:00:00.000Z,,2025-10-21T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,検討中止,1,3日以内
2025-10-19T09:12:04.000Z,2025-10-20T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-21T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-19T21:27:33.000Z,2025-10-20T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-20T01:18:23.000Z,2025-10-20T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-20T02:01:13.000Z,2025-10-23T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,4,1週間
2025-10-20T03:35:09.000Z,2025-11-18T09:00:00.000Z,2025-11-20T09:00:00.000Z,2025-11-20T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-20T17:48:50.000Z,2025-10-20T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,2,3日以内
2025-10-20T19:25:40.000Z,2025-10-20T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-20T19:28:31.000Z,2025-10-21T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-20T22:06:21.000Z,2025-10-20T09:00:00.000Z,2025-10-20T09:00:00.000Z,2025-10-20T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,0,1日以内
2025-10-20T22:09:21.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,2025-10-21T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,0,1日以内
2025-10-20T22:27:53.000Z,2025-10-22T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-20T23:05:51.000Z,2025-10-20T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-21T00:19:58.000Z,2025-10-20T09:00:00.000Z,,2025-10-21T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_IP電話 LP,00_商談再設定フェーズ,,1,3日以内
2025-10-21T04:14:38.000Z,2025-10-23T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,1,3日以内
2025-10-21T16:22:48.000Z,2025-10-21T09:00:00.000Z,,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,00_商談再設定フェーズ,検討中止,3,1週間
2025-10-21T18:31:31.000Z,2025-10-21T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-21T20:36:24.000Z,2025-11-28T09:00:00.000Z,2025-12-26T09:00:00.000Z,2025-12-26T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,03_担当者合意フェーズ,,28,2週間以上
2025-10-22T01:15:41.000Z,2025-10-21T09:00:00.000Z,,2025-10-27T09:00:00.000Z,FAX・EDM,デモ電話_小売_FAX・EDM,00_商談再設定フェーズ,,6,1週間
2025-10-22T01:29:15.000Z,2025-10-21T09:00:00.000Z,2025-10-22T09:00:00.000Z,2025-10-22T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-22T02:28:53.000Z,2025-10-21T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,2,3日以内
2025-10-22T03:41:49.000Z,2025-10-27T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-11-28T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,32,2週間以上
2025-10-22T03:52:51.000Z,2025-10-22T09:00:00.000Z,,,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,その他,,その他
2025-10-22T07:25:13.000Z,2025-11-05T09:00:00.000Z,2025-11-11T09:00:00.000Z,2025-11-11T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,他進行中（重複/別担当/別商談/直近対応済）,6,1週間
2025-10-22T18:50:20.000Z,2025-10-22T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,FAX・EDM,デモ電話_小売_FAX・EDM,99_失注,,1,3日以内
2025-10-22T19:19:44.000Z,2025-10-23T09:00:00.000Z,2025-10-28T09:00:00.000Z,2025-10-27T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-22T19:31:55.000Z,2025-10-22T09:00:00.000Z,2025-10-28T09:00:00.000Z,2025-10-28T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,6,1週間
2025-10-22T20:22:32.000Z,2025-10-22T09:00:00.000Z,2025-10-28T09:00:00.000Z,2025-10-28T09:00:00.000Z,FAX・EDM,デモ電話_小売_FAX・EDM,07_契約締結完了,,6,1週間
2025-10-22T23:33:39.000Z,2025-10-22T09:00:00.000Z,,2025-10-23T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-23T01:16:24.000Z,2025-10-22T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,2,3日以内
2025-10-23T01:22:06.000Z,2025-10-22T09:00:00.000Z,,2025-10-24T09:00:00.000Z,LIS,デモ電話_デフォルト_AI LP,00_商談再設定フェーズ,,2,3日以内
2025-10-23T01:53:45.000Z,2025-10-22T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,2,3日以内
2025-10-23T02:49:46.000Z,2025-10-22T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-23T07:42:48.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,0,1日以内
2025-10-23T16:26:05.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,2025-10-23T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,0,1日以内
2025-10-23T20:59:15.000Z,2025-10-23T09:00:00.000Z,2025-10-26T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-23T22:36:02.000Z,2025-10-23T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-24T00:07:18.000Z,2025-10-23T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-24T00:29:24.000Z,2025-10-23T09:00:00.000Z,2025-10-24T09:00:00.000Z,2025-10-24T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,1,3日以内
2025-10-24T03:08:10.000Z,2025-10-23T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-24T06:54:25.000Z,2025-10-24T09:00:00.000Z,2025-10-29T09:00:00.000Z,2025-10-29T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-24T16:54:15.000Z,2025-10-24T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,LIS,デモ電話_デフォルト_AI LP,06_有料契約申請完了,,7,2週間以内
2025-10-24T17:32:59.000Z,2025-10-24T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,11,2週間以内
2025-10-24T19:15:42.000Z,2025-10-24T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,3,1週間
2025-10-24T20:45:59.000Z,2025-10-24T09:00:00.000Z,2025-10-28T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,3,1週間
2025-10-24T20:56:16.000Z,2025-10-24T09:00:00.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,99_失注,,35,2週間以上
2025-10-25T00:28:33.000Z,2025-12-10T09:00:00.000Z,2025-12-15T09:00:00.000Z,2025-12-15T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-25T01:08:48.000Z,2025-10-24T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-28T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,ISアプローチ対象外,4,1週間
2025-10-25T01:23:10.000Z,2025-10-24T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,6,1週間
2025-10-25T03:22:26.000Z,2025-10-27T09:00:00.000Z,,,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,検討中止,,その他
2025-10-25T19:35:42.000Z,2025-10-27T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,10,2週間以内
2025-10-25T20:39:35.000Z,2025-10-30T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,5,1週間
2025-10-26T00:02:28.000Z,2025-10-27T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-26T01:29:35.000Z,2025-10-27T09:00:00.000Z,,2025-10-31T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,4,1週間
2025-10-26T10:18:26.000Z,2025-11-04T09:00:00.000Z,,2025-11-10T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,6,1週間
2025-10-27T07:49:22.000Z,2025-10-27T09:00:00.000Z,2025-10-29T09:00:00.000Z,2025-10-28T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-27T17:37:27.000Z,2025-10-27T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,9,2週間以内
2025-10-27T18:31:39.000Z,2025-10-28T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,FAX・EDM,デモ電話_小売_FAX・EDM,99_失注,,2,3日以内
2025-10-27T23:59:03.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,2025-10-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,0,1日以内
2025-10-28T00:23:51.000Z,2025-10-27T09:00:00.000Z,,2025-10-28T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-28T01:31:19.000Z,2025-10-27T09:00:00.000Z,2025-10-28T09:00:00.000Z,2025-10-28T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,1,3日以内
2025-10-28T02:18:06.000Z,2025-10-27T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,00_商談再設定フェーズ,,8,2週間以内
2025-10-28T02:59:29.000Z,2025-10-27T09:00:00.000Z,,2025-10-28T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-28T04:48:10.000Z,2025-10-28T09:00:00.000Z,,2025-10-29T09:00:00.000Z,LIS,デモ電話_デフォルト_AI LP,99_失注,連絡つかず/音信不通,1,3日以内
2025-10-28T05:59:50.000Z,2025-10-28T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,2,3日以内
2025-10-28T21:18:41.000Z,2025-10-28T09:00:00.000Z,,2025-10-31T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,導入条件/要件が合わず,3,1週間
2025-10-28T23:02:08.000Z,2025-10-28T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,FAX・EDM,デモ電話_EDM_パターン1_FAX・EDM,02_課題の合意フェーズ,,8,2週間以内
2025-10-29T07:54:22.000Z,2025-10-29T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,TOP,デモ電話_SP_Aパターン_TOP LP,05_決裁者合意フェーズ,,1,3日以内
2025-10-29T18:45:16.000Z,2025-10-29T09:00:00.000Z,,2025-10-30T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,1,3日以内
2025-10-29T19:46:22.000Z,2025-12-19T09:00:00.000Z,,2025-12-25T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,00_商談再設定フェーズ,,6,1週間
2025-10-29T20:29:29.000Z,2025-10-24T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,,,99_失注,,13,2週間以内
2025-10-29T20:53:20.000Z,2025-10-30T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,5,1週間
2025-10-29T22:37:31.000Z,2025-10-29T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,検討中止,2,3日以内
2025-10-29T23:07:46.000Z,2025-10-29T09:00:00.000Z,2025-11-11T09:00:00.000Z,2025-11-11T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,13,2週間以内
2025-10-30T02:11:38.000Z,2025-11-06T09:00:00.000Z,2025-11-14T09:00:00.000Z,2025-11-14T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,8,2週間以内
2025-10-30T06:19:54.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,0,1日以内
2025-10-30T06:20:14.000Z,2025-11-06T09:00:00.000Z,2025-11-10T09:00:00.000Z,2025-11-10T09:00:00.000Z,LIS,デモ電話_デフォルト_AI LP,99_失注,,4,1週間
2025-10-30T07:23:39.000Z,2025-10-30T09:00:00.000Z,,2025-11-10T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,11,2週間以内
2025-10-30T18:08:38.000Z,2025-10-30T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,03_ROI合意フェーズ,,7,2週間以内
2025-10-30T20:06:49.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,2025-10-30T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,06_有料契約申請完了,,0,1日以内
2025-10-30T22:04:48.000Z,2025-10-30T09:00:00.000Z,,2025-11-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,先方起点で再連絡,6,1週間
2025-10-30T22:48:51.000Z,2025-10-30T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-10-31T00:13:36.000Z,2025-10-30T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,FAX・EDM,デモ電話_小売_FAX・EDM,99_失注,,6,1週間
2025-10-31T01:03:49.000Z,2025-11-07T09:00:00.000Z,2025-11-12T09:00:00.000Z,2025-11-12T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,99_失注,,5,1週間
2025-10-31T01:48:24.000Z,2025-10-30T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-10-31T18:39:46.000Z,2025-10-31T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-10-31T18:42:36.000Z,2025-10-31T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,06_有料契約申請完了,,6,1週間
2025-10-31T20:33:35.000Z,2025-10-31T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック_FAX・EDM,99_失注,,4,1週間
2025-10-31T21:31:30.000Z,2025-10-31T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,4,1週間
2025-10-31T22:48:02.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,2025-10-31T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,07_契約締結完了,,0,1日以内
2025-11-01T00:40:38.000Z,2025-10-31T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,,,99_失注,,4,1週間
2025-11-01T02:13:46.000Z,2025-10-31T09:00:00.000Z,2025-11-04T09:00:00.000Z,2025-11-04T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,06_有料契約申請完了,他進行中（重複/別担当/別商談/直近対応済）,4,1週間
2025-11-01T02:16:14.000Z,2025-11-04T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,LIS,デモ電話_PC_Aパターン_AI LP,06_有料契約申請完了,,2,3日以内
2025-11-01T02:53:13.000Z,2025-11-06T09:00:00.000Z,2025-11-18T09:00:00.000Z,2025-11-18T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,12,2週間以内
2025-11-01T06:18:32.000Z,2025-11-04T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,1,3日以内
2025-11-01T06:50:59.000Z,2025-11-04T09:00:00.000Z,,2025-11-04T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,00_商談再設定フェーズ,,0,1日以内
2025-11-01T07:52:55.000Z,2025-11-27T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,5,1週間
2025-11-01T09:13:45.000Z,2025-11-04T09:00:00.000Z,2025-11-06T09:00:00.000Z,2025-11-06T09:00:00.000Z,DIS,デモ電話_Facebook_Dis/Lis LP,99_失注,,2,3日以内
2025-11-01T22:03:58.000Z,2025-11-04T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
2025-11-01T22:59:26.000Z,2025-11-04T09:00:00.000Z,2025-11-05T09:00:00.000Z,2025-11-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP_TOP LP,99_失注,,1,3日以内
